names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
ZYG11A,0.9931359,0.65957946,0.3206437309145671,1.0,0.13274336283185842,0.08011869436201781
IL12RB1,0.99260736,0.616586,0.3209013390061233,1.0,0.13274336283185842,0.08011869436201781
RRAS,0.99260736,0.11720458,0.3209013390061233,1.0,0.8008849557522124,0.7537091988130564
AMMECR1,0.9920788,-0.020697182,0.3211590822840191,1.0,0.27876106194690264,0.20474777448071216
HSP90AB1,0.9920788,0.019270018,0.3211590822840191,1.0,1.0,1.0
GNAI1,0.99155027,0.57105017,0.321416960747156,1.0,0.11504424778761062,0.06231454005934718
GRTP1,0.9910217,0.12713131,0.32167497439435955,1.0,0.6283185840707964,0.5192878338278932
TLCD3B,0.99075747,0.6401638,0.32180403191159823,1.0,0.11061946902654868,0.05934718100890208
MMP13,0.9904932,0.11365932,0.3219331232243787,1.0,0.2743362831858407,0.21068249258160238
ARHGAP39,0.9904932,0.11631394,0.3219331232243787,1.0,0.7920353982300885,0.6617210682492581
NTAN1,0.9904932,0.14952785,0.3219331232243787,1.0,0.6283185840707964,0.4807121661721068
AC009093.6,0.9899646,1.4794255,0.322191407235887,1.0,0.07079646017699115,0.020771513353115726
ZNF618,0.9899646,0.14063302,0.322191407235887,1.0,0.40707964601769914,0.32047477744807124
HK3,0.9894361,0.062327314,0.322449826427481,1.0,0.18584070796460178,0.12462908011869436
CD320,0.9878504,0.121349804,0.3232258950676009,1.0,0.37168141592920356,0.2789317507418398
HCN3,0.9875862,0.002878807,0.3233553581191865,1.0,0.41150442477876104,0.3086053412462908
DCLRE1A,0.9875862,0.030822948,0.3233553581191865,1.0,0.3274336283185841,0.2433234421364985
SIT1,0.9875862,0.5586873,0.3233553581191865,1.0,0.14601769911504425,0.09495548961424333
ABTB2,0.9873219,0.16127329,0.32348485496397994,1.0,0.21238938053097345,0.14540059347181009
ZBTB48,0.9870576,0.11181089,0.3236143856017557,1.0,0.7168141592920354,0.599406528189911
GIMAP5,0.98679334,0.008961335,0.3237439500322836,1.0,0.33185840707964603,0.2433234421364985
NOVA2,0.98679334,0.40252483,0.3237439500322836,1.0,0.11504424778761062,0.06231454005934718
LIG1,0.9865291,0.12939698,0.32387354825532877,1.0,0.7787610619469026,0.6350148367952523
RASL12,0.98573625,1.0947999,0.32426254567714397,1.0,0.09734513274336283,0.04747774480712166
PRKAA1,0.985472,0.16298811,0.32439227906781076,1.0,0.3495575221238938,0.2789317507418398
MAN2C1,0.98520774,0.12879321,0.3245220462497477,1.0,0.7300884955752213,0.6201780415430267
AL158206.1,0.98467916,0.041099273,0.3247816819863715,1.0,0.2920353982300885,0.21364985163204747
CNIH4,0.98467916,0.06263199,0.3247816819863715,1.0,0.995575221238938,0.9881305637982196
DUSP9,0.98441494,0.71797687,0.32491155054051624,1.0,0.11061946902654868,0.05934718100890208
TRAF1,0.98415065,0.10659435,0.3250414528848474,1.0,0.22566371681415928,0.1632047477744807
OLMALINC,0.98415065,0.19404383,0.3250414528848474,1.0,0.3938053097345133,0.3115727002967359
ZNF575,0.98388636,0.5642277,0.3251713890190816,1.0,0.11061946902654868,0.05934718100890208
QRSL1,0.982565,0.09636478,0.32582157652856103,1.0,0.4823008849557522,0.3887240356083086
MAP1B,0.982565,0.107627936,0.32582157652856103,1.0,0.39823008849557523,0.314540059347181
CABLES1,0.982565,0.09682488,0.32582157652856103,1.0,0.9026548672566371,0.8071216617210683
ZNF793-AS1,0.9820365,0.42011353,0.3260818880512347,1.0,0.1415929203539823,0.08902077151335312
ENPP2,0.9815079,0.44794446,0.3263423347237713,1.0,0.14601769911504425,0.09198813056379822
SPEN,0.9812436,0.12225078,0.32647260874041983,1.0,0.672566371681416,0.5578635014836796
POC1A,0.9812436,0.11487723,0.32647260874041983,1.0,0.49557522123893805,0.39465875370919884
MPDU1,0.9807151,0.095573045,0.32673325813279863,1.0,0.9026548672566371,0.8130563798219584
AL138927.1,0.979658,23.38998,0.32725496234417983,1.0,0.048672566371681415,0.0
AC009630.4,0.979658,23.490755,0.32725496234417983,1.0,0.048672566371681415,0.0
ZNF710-AS1,0.9793937,0.49924114,0.32738547285882713,1.0,0.11504424778761062,0.06231454005934718
LRFN4,0.9793937,0.039026897,0.32738547285882713,1.0,0.5398230088495575,0.4332344213649852
ALDOC,0.9788652,0.22003564,0.3276465952397154,1.0,0.26548672566371684,0.20474777448071216
NBPF26,0.97807235,0.37515384,0.32803853218434587,1.0,0.18141592920353983,0.12462908011869436
ACTR6,0.97754383,0.1384604,0.32829999239176344,1.0,0.7168141592920354,0.5905044510385756
DNMBP,0.97727954,0.6086959,0.32843077316757663,1.0,0.11504424778761062,0.06231454005934718
AC068473.5,0.97648674,0.14030841,0.3288233181785226,1.0,0.2920353982300885,0.2195845697329377
STK32C,0.97648674,0.14418162,0.3288233181785226,1.0,0.38495575221238937,0.314540059347181
WASF1,0.97648674,0.15240398,0.3288233181785226,1.0,0.4026548672566372,0.32047477744807124
MRPS11,0.97622246,0.07387714,0.32895423407528146,1.0,0.9203539823008849,0.8724035608308606
HLA-DQB1,0.97569394,0.13040383,0.3292161672059082,1.0,0.9646017699115044,0.9020771513353115
ZNF644,0.97542965,0.05742994,0.32934718443890676,1.0,0.6017699115044248,0.4836795252225519
INTU,0.97516537,0.18505204,0.32947823544977506,1.0,0.26991150442477874,0.20178041543026706
AC011978.2,0.9749011,0.46864402,0.32960932023806633,1.0,0.11946902654867257,0.06528189910979229
AC124016.2,0.97463685,0.58629787,0.3297404388033288,1.0,0.11946902654867257,0.06824925816023739
FBXO33,0.97437257,0.09365116,0.32987159114510667,1.0,0.4557522123893805,0.3560830860534125
ARF4-AS1,0.9741083,0.2623915,0.3300027772629388,1.0,0.15486725663716813,0.09792284866468842
CSDC2,0.9730512,0.9351886,0.33052785948541663,1.0,0.07964601769911504,0.02967359050445104
NPIPB2,0.9727869,0.7251898,0.3306592144764333,1.0,0.11061946902654868,0.05934718100890208
TSTD2,0.9717298,0.03235389,0.33118497216738496,1.0,0.42920353982300885,0.32344213649851633
LINC01208,0.9712013,1.695746,0.33144805364194296,1.0,0.06637168141592921,0.017804154302670624
AC026801.2,0.970937,0.37608567,0.3315796450346965,1.0,0.12831858407079647,0.07418397626112759
ATG5,0.9706727,0.09653386,0.33171127019706925,1.0,0.668141592920354,0.516320474777448
AC105219.2,0.9706727,1.6343803,0.33171127019706925,1.0,0.06637168141592921,0.017804154302670624
LINC00205,0.9706727,0.15704462,0.33171127019706925,1.0,0.3584070796460177,0.2878338278931751
AC010969.2,0.9698799,0.17020983,0.3321063482965889,1.0,0.27876106194690264,0.21068249258160238
ABCB9,0.96935135,0.028019207,0.3323699025345379,1.0,0.415929203539823,0.3086053412462908
NCAPG2,0.96803004,0.15092626,0.33302937903108343,1.0,0.43805309734513276,0.35014836795252224
SOWAHB,0.96803004,0.37062195,0.33302937903108343,1.0,0.13716814159292035,0.0830860534124629
AL162458.1,0.9672372,0.28074673,0.3334254700959689,1.0,0.17256637168141592,0.11572700296735905
PIGA,0.9672372,0.16127948,0.3334254700959689,1.0,0.252212389380531,0.18100890207715134
ADORA3,0.96670866,0.21179567,0.3336896996157319,1.0,0.2168141592920354,0.1572700296735905
CHORDC1,0.9661801,0.1471216,0.3339540641777833,1.0,0.7477876106194691,0.6201780415430267
RHOU,0.965123,0.062612586,0.3344831984091807,1.0,0.4823008849557522,0.3768545994065282
CHST7,0.9648588,0.5392633,0.3346155663607514,1.0,0.15486725663716813,0.10089020771513353
TLN2,0.9643302,0.119132854,0.33488040353192383,1.0,0.3141592920353982,0.23738872403560832
DLEU1,0.9643302,0.139844,0.33488040353192383,1.0,0.26991150442477874,0.19881305637982197
LYPD6,0.9635374,0.06433533,0.3352779124490748,1.0,0.5486725663716814,0.43026706231454004
GP1BB,0.9632731,0.09811132,0.33541048292827935,1.0,0.5353982300884956,0.4094955489614243
TNN,0.9630088,0.7068993,0.3355430871597894,1.0,0.09734513274336283,0.04747774480712166
ASGR1,0.9630088,1.2007834,0.3355430871597894,1.0,0.0752212389380531,0.026706231454005934
RFLNB,0.9630088,0.36207533,0.3355430871597894,1.0,0.17699115044247787,0.12166172106824925
SLC25A35,0.96195173,0.13055518,0.3360738415954122,1.0,0.5973451327433629,0.4807121661721068
ZNF131,0.9614232,0.095386826,0.33633942130940253,1.0,0.5442477876106194,0.4540059347181009
AC120053.1,0.96089464,0.28421718,0.3366051360134371,1.0,0.19469026548672566,0.13649851632047477
PRELP,0.96036613,0.15909007,0.33687098570186136,1.0,0.25663716814159293,0.18991097922848665
MTO1,0.96010184,0.12474762,0.3370039611634311,1.0,0.3938053097345133,0.3086053412462908
DERL2,0.95983756,0.124309324,0.3371369703689425,1.0,0.8451327433628318,0.7329376854599406
LINC01569,0.95983756,0.59817845,0.3371369703689425,1.0,0.11504424778761062,0.06528189910979229
AC093525.6,0.95957327,0.1745153,0.3372700133176667,1.0,0.19911504424778761,0.13649851632047477
CCR5,0.95957327,0.10360577,0.3372700133176667,1.0,0.1902654867256637,0.13056379821958458
METTL7A,0.95930904,0.26560783,0.3374030900088697,1.0,0.3274336283185841,0.26112759643916916
RNF11,0.95930904,0.08391572,0.3374030900088697,1.0,0.7566371681415929,0.6261127596439169
A2M-AS1,0.95904475,0.84186363,0.3375362004418133,1.0,0.084070796460177,0.03560830860534125
TNFSF15,0.95904475,1.0437477,0.3375362004418133,1.0,0.084070796460177,0.03560830860534125
TNNC2,0.95878047,1.1821225,0.3376693446157536,1.0,0.0752212389380531,0.026706231454005934
DENND1C,0.95878047,0.35893792,0.3376693446157536,1.0,0.13274336283185842,0.08011869436201781
SLC35D2,0.95825195,0.18582897,0.3379357341836262,1.0,0.5221238938053098,0.43026706231454004
MYO1D,0.9569306,0.06900474,0.3386022985177619,1.0,0.8451327433628318,0.798219584569733
FXYD1,0.9566663,0.6964274,0.3387357125923216,1.0,0.08849557522123894,0.03857566765578635
PPP1R8,0.9558735,0.08172508,0.33913615721733203,1.0,0.7168141592920354,0.5816023738872403
FRS2,0.9550807,0.10525735,0.3395369054275399,1.0,0.8716814159292036,0.7952522255192879
AL157392.4,0.9542878,0.43875358,0.3399379572010143,1.0,0.11061946902654868,0.05934718100890208
GPN2,0.953495,0.14225496,0.34033931251542615,1.0,0.5619469026548672,0.4421364985163205
SEL1L3,0.953495,0.13512558,0.34033931251542615,1.0,0.3141592920353982,0.24629080118694363
AC078846.1,0.9529665,0.2645477,0.3406070513476809,1.0,0.14601769911504425,0.09198813056379822
ZC3H7B,0.9527022,0.11574839,0.3407409713480476,1.0,0.6858407079646017,0.5934718100890207
AC004889.1,0.95085233,0.07776854,0.34167935550876705,1.0,0.2920353982300885,0.2195845697329377
ASTN2,0.95085233,0.17251778,0.34167935550876705,1.0,0.336283185840708,0.26112759643916916
RGS12,0.95085233,0.081376545,0.34167935550876705,1.0,0.5486725663716814,0.42729970326409494
GNG10,0.95032376,0.085586466,0.34194776872190613,1.0,0.7964601769911505,0.7329376854599406
LMOD1,0.95032376,0.6545126,0.34194776872190613,1.0,0.10619469026548672,0.05637982195845697
ARAP1,0.94979525,0.09608025,0.34221631678985653,1.0,0.8938053097345132,0.857566765578635
AC026333.4,0.94979525,3.376345,0.34221631678985653,1.0,0.05309734513274336,0.005934718100890208
LRP4,0.9492667,0.35251838,0.3424849997053123,1.0,0.13274336283185842,0.08011869436201781
S100A7,0.9487381,1.6611215,0.34275381746088773,1.0,0.07079646017699115,0.02373887240356083
TMEM263,0.9482096,0.13771662,0.34302277004911896,1.0,0.7433628318584071,0.6409495548961425
RPUSD4,0.9471525,0.16327143,0.34356107969329663,1.0,0.415929203539823,0.3353115727002967
TEAD3,0.9468882,0.09231305,0.3436957413628686,1.0,0.8008849557522124,0.7270029673590505
ARMH3,0.9460954,0.11176512,0.3440999285765486,1.0,0.6061946902654868,0.5252225519287834
ENPP4,0.9458311,1.1102581,0.34423472504616315,1.0,0.084070796460177,0.03560830860534125
LRP3,0.94556683,0.13433383,0.344369555213326,1.0,0.5088495575221239,0.4124629080118694
CAMK1D,0.94556683,0.13410048,0.344369555213326,1.0,0.504424778761062,0.4094955489614243
AL359258.2,0.94556683,2.106995,0.344369555213326,1.0,0.061946902654867256,0.01483679525222552
SETD1B,0.9453026,0.15012573,0.3445044190770421,1.0,0.46017699115044247,0.36795252225519287
OTUB1,0.94477403,0.088751286,0.3447742478901298,1.0,0.9513274336283186,0.8991097922848664
ABCA7,0.94477403,0.2005722,0.3447742478901298,1.0,0.3584070796460177,0.2818991097922849
MFHAS1,0.94450974,0.19726746,0.3449092128374869,1.0,0.23893805309734514,0.17804154302670624
XRCC2,0.94450974,0.5596363,0.3449092128374869,1.0,0.11504424778761062,0.06528189910979229
DIP2A,0.9442455,0.054010864,0.3450442114773683,1.0,0.6061946902654868,0.4836795252225519
VPS4A,0.9442455,0.07816392,0.3450442114773683,1.0,0.9690265486725663,0.9228486646884273
SLC25A40,0.9431884,0.18009181,0.3455845429416673,1.0,0.42035398230088494,0.3323442136498516
PLPP4,0.94292414,0.27303648,0.345719710028775,1.0,0.1504424778761062,0.09495548961424333
SUGP1,0.94213134,0.13924038,0.3461254134038859,1.0,0.7743362831858407,0.6676557863501483
MIR4453HG,0.94186705,0.51572824,0.3462607152300038,1.0,0.11946902654867257,0.06824925816023739
SLC25A46,0.94160277,0.06984071,0.34639605073822566,1.0,0.7787610619469026,0.6765578635014837
ACAD10,0.94160277,0.051940672,0.34639605073822566,1.0,0.7256637168141593,0.5845697329376854
IGF2BP2,0.9413385,1.2159301,0.3465314199274824,1.0,0.07079646017699115,0.02373887240356083
PLXNA2,0.9405457,0.21900296,0.34693772957069235,1.0,0.16371681415929204,0.10682492581602374
RNF150,0.9402814,1.8031354,0.3470732334732948,1.0,0.061946902654867256,0.01483679525222552
TREM1,0.9402814,0.53670293,0.3470732334732948,1.0,0.09292035398230089,0.04451038575667656
KDM1A,0.94001716,0.10756513,0.34720877105151093,1.0,0.8451327433628318,0.7359050445103857
ATPAF1,0.9397529,0.11808968,0.34734434230424116,1.0,0.827433628318584,0.7240356083086054
MIR29B2CHG,0.9397529,0.13451418,0.34734434230424116,1.0,0.6415929203539823,0.5341246290801187
MST1,0.9394886,0.102664135,0.34747994723038156,1.0,0.504424778761062,0.4035608308605341
ZNF792,0.9392243,0.32078016,0.3476155858288228,1.0,0.14601769911504425,0.09198813056379822
AL596244.1,0.9389601,0.919457,0.347751258098451,1.0,0.084070796460177,0.03560830860534125
VCAM1,0.9389601,0.118957795,0.347751258098451,1.0,0.4026548672566372,0.3264094955489614
AL591895.1,0.9386958,0.13362235,0.3478869640381468,1.0,0.4247787610619469,0.34718100890207715
CSRP2,0.9386958,0.15831327,0.3478869640381468,1.0,0.17699115044247787,0.11869436201780416
SRRD,0.9386958,0.08373037,0.3478869640381468,1.0,0.588495575221239,0.44807121661721067
MCF2L-AS1,0.9381672,0.77655065,0.34815847692324065,1.0,0.10619469026548672,0.05934718100890208
MYLK,0.9381672,0.13158712,0.34815847692324065,1.0,0.4911504424778761,0.3887240356083086
SAPCD1,0.9376387,0.031546913,0.34843012447505173,1.0,0.3185840707964602,0.2403560830860534
AP003307.1,0.9373744,0.034041625,0.34856599874812555,1.0,0.2079646017699115,0.142433234421365
ALOX5,0.9373744,0.16126354,0.34856599874812555,1.0,0.38495575221238937,0.314540059347181
RNF14,0.93684584,0.083218835,0.3488378482828648,1.0,0.8230088495575221,0.7091988130563798
AC006449.2,0.9365816,0.34737483,0.3489738235422174,1.0,0.18141592920353983,0.12759643916913946
KRBA1,0.9365816,0.09640952,0.3489738235422174,1.0,0.1504424778761062,0.09495548961424333
RHPN1-AS1,0.9365816,0.27438572,0.3489738235422174,1.0,0.1592920353982301,0.10385756676557864
DPH7,0.93578875,0.10946287,0.349381951274224,1.0,0.7123893805309734,0.5816023738872403
SREBF2-AS1,0.9355245,1.6295636,0.34951806116562933,1.0,0.061946902654867256,0.01483679525222552
LTB4R2,0.9355245,1.2579422,0.34951806116562933,1.0,0.07079646017699115,0.02373887240356083
ZNF595,0.93526024,0.029347003,0.3496542047121005,1.0,0.2610619469026549,0.18991097922848665
GRAP2,0.93499595,0.48522094,0.3497903819124488,1.0,0.09734513274336283,0.04747774480712166
DCP2,0.93446743,0.12479319,0.3500628372699952,1.0,0.8628318584070797,0.7418397626112759
GAB3,0.93420315,0.6674875,0.35019911542479065,1.0,0.10176991150442478,0.05341246290801187
STPG3-AS1,0.93420315,0.112148434,0.35019911542479065,1.0,0.27876106194690264,0.20771513353115728
LINC00893,0.93393886,0.19457853,0.3503354272286575,1.0,0.1415929203539823,0.08902077151335312
ZNF398,0.93393886,0.08964691,0.3503354272286575,1.0,0.37168141592920356,0.2789317507418398
SULT1A1,0.93393886,0.083660655,0.3503354272286575,1.0,0.5575221238938053,0.4688427299703264
NIPBL,0.9336746,0.10631862,0.35047177268038177,1.0,0.827433628318584,0.7685459940652819
GIMAP2,0.93341035,0.13898428,0.35060815177874427,1.0,0.2831858407079646,0.22255192878338279
C5,0.93341035,0.47497955,0.35060815177874427,1.0,0.13716814159292035,0.08605341246290801
APOBEC3G,0.9328818,0.16163576,0.3508810109104843,1.0,0.252212389380531,0.18694362017804153
AL021308.1,0.93235326,1.1944367,0.35115400461402646,1.0,0.07079646017699115,0.02373887240356083
LCK,0.93235326,0.21401691,0.35115400461402646,1.0,0.3141592920353982,0.2314540059347181
OSBP2,0.9318247,0.053862147,0.35142713287943905,1.0,0.30973451327433627,0.2314540059347181
DYRK3,0.9315604,0.16175772,0.3515637474697211,1.0,0.4557522123893805,0.3649851632047478
BBS12,0.9315604,0.43994936,0.3515637474697211,1.0,0.12831858407079647,0.0771513353115727
RAD18,0.93129617,0.107134126,0.3517003956967105,1.0,0.5221238938053098,0.41839762611275966
FREM2,0.93129617,1.319409,0.3517003956967105,1.0,0.061946902654867256,0.01483679525222552
POLR3C,0.9310319,0.08996688,0.35183707755914295,1.0,0.504424778761062,0.39762611275964393
CPNE2,0.9307676,0.19751205,0.3519737930557496,1.0,0.4557522123893805,0.37388724035608306
FKBP15,0.9305033,0.124981545,0.3521105421852563,1.0,0.6637168141592921,0.5519287833827893
GLS2,0.9302391,0.9862711,0.35224732494638433,1.0,0.08849557522123894,0.04154302670623145
FCHO1,0.9302391,0.8800319,0.35224732494638433,1.0,0.09734513274336283,0.050445103857566766
GAB2,0.9302391,0.5777224,0.35224732494638433,1.0,0.09292035398230089,0.04451038575667656
MRPL41,0.9302391,0.046210725,0.35224732494638433,1.0,1.0,1.0
HSPA14-1,0.9302391,0.09272475,0.35224732494638433,1.0,0.4823008849557522,0.3649851632047478
TGFA,0.9299748,0.38796145,0.35238414133784934,1.0,0.14601769911504425,0.09495548961424333
MLLT1,0.9297105,0.15200208,0.3525209913583628,1.0,0.8230088495575221,0.7537091988130564
GNAI3,0.9294462,0.08241834,0.3526578750066304,1.0,0.831858407079646,0.7477744807121661
ATP7B,0.9294462,0.11608084,0.3526578750066304,1.0,0.5442477876106194,0.4391691394658754
APBA2,0.9294462,0.5328581,0.3526578750066304,1.0,0.10176991150442478,0.05341246290801187
SLA2,0.9286534,1.3186852,0.35306872770494224,1.0,0.07964601769911504,0.032640949554896145
WNT2,0.9281249,0.7843037,0.35334279761863785,1.0,0.08849557522123894,0.04154302670623145
MINK1,0.92759633,0.11624365,0.35361700201186685,1.0,0.668141592920354,0.5608308605341247
IMMT,0.9268035,0.12068217,0.35402856072750977,1.0,0.911504424778761,0.7774480712166172
ZFP37,0.92653924,0.9056645,0.35416581419423177,1.0,0.08849557522123894,0.04154302670623145
F2RL1,0.92653924,0.3724567,0.35416581419423177,1.0,0.12389380530973451,0.07418397626112759
JAK1,0.92601067,0.1000007,0.35444042196181946,1.0,0.7654867256637168,0.6528189910979229
CCN3,0.92548215,1.0678202,0.3547151641658449,1.0,0.07964601769911504,0.032640949554896145
AL009176.1,0.92548215,0.07550537,0.3547151641658449,1.0,0.336283185840708,0.26112759643916916
MRM3,0.92548215,0.12035436,0.3547151641658449,1.0,0.6061946902654868,0.5014836795252225
SETD5,0.92468935,0.083162986,0.3551275295161739,1.0,0.7522123893805309,0.6528189910979229
SHF,0.92442507,0.6438716,0.3552650518392282,1.0,0.11061946902654868,0.06231454005934718
GSTT2B,0.92442507,0.5599588,0.3552650518392282,1.0,0.09292035398230089,0.04451038575667656
INPP4A,0.92442507,0.14984208,0.3552650518392282,1.0,0.42920353982300885,0.34718100890207715
GPAT3,0.9238965,0.64337975,0.3555401972863944,1.0,0.09292035398230089,0.04451038575667656
ENTPD1,0.923368,0.052248538,0.355815477125615,1.0,0.45132743362831856,0.35311572700296734
HMGCL,0.9231037,0.1067708,0.35595316743871863,1.0,0.7300884955752213,0.6231454005934718
PILRB,0.9228394,0.111060426,0.3560908913455928,1.0,0.8539823008849557,0.7359050445103857
TFAP4,0.9228394,0.056631725,0.3560908913455928,1.0,0.3185840707964602,0.2403560830860534
CBFA2T2,0.9228394,0.0675181,0.3560908913455928,1.0,0.7256637168141593,0.6112759643916914
TMA16,0.9228394,0.09083488,0.3560908913455928,1.0,0.5619469026548672,0.4599406528189911
BCAM,0.9220466,0.0793292,0.35650426461456863,1.0,0.9513274336283186,0.9080118694362018
DIS3,0.9217823,0.107602015,0.3566421228822284,1.0,0.5530973451327433,0.4362017804154303
TMEM229B,0.9217823,0.11078253,0.3566421228822284,1.0,0.36283185840707965,0.2789317507418398
AL513477.2,0.9212538,0.5995806,0.3569179401758886,1.0,0.09292035398230089,0.04451038575667656
DOP1A,0.920461,0.1299016,0.35733191799040465,1.0,0.3141592920353982,0.2433234421364985
LINC02615,0.9201967,0.4912801,0.3574699777557946,1.0,0.11061946902654868,0.06231454005934718
ZNF234,0.91966814,0.11274954,0.35774619801855856,1.0,0.24336283185840707,0.18397626112759644
ZNF827,0.91966814,0.11123647,0.35774619801855856,1.0,0.41150442477876104,0.32344213649851633
POU2F2,0.9191396,0.47536325,0.35802255258074045,1.0,0.11061946902654868,0.06231454005934718
KNOP1,0.91861105,0.10982334,0.35829904143039737,1.0,0.7389380530973452,0.5905044510385756
SMIM19,0.91861105,0.10764195,0.35829904143039737,1.0,0.9292035398230089,0.8308605341246291
CCDC146,0.91861105,0.40170762,0.35829904143039737,1.0,0.12389380530973451,0.07418397626112759
NATD1,0.91861105,0.19527294,0.35829904143039737,1.0,0.19469026548672566,0.1394658753709199
AC004233.2,0.91755396,0.85664517,0.35885242194396083,1.0,0.08849557522123894,0.04154302670623145
RABEPK,0.91755396,0.14653644,0.35885242194396083,1.0,0.6548672566371682,0.5222551928783383
MAP3K12,0.9164969,-0.018199269,0.35940633946208767,1.0,0.7876106194690266,0.6884272997032641
SETBP1,0.9162326,0.6225865,0.35954490273707307,1.0,0.10176991150442478,0.05341246290801187
SAP30BP,0.91596836,0.101253554,0.3596834995671455,1.0,0.9778761061946902,0.913946587537092
APLNR,0.91491127,0.20008631,0.36023822240710746,1.0,0.4026548672566372,0.32047477744807124
ABCA6,0.914647,2.14501,0.3603769869891722,1.0,0.05752212389380531,0.011869436201780416
MKNK1,0.9143827,0.13181284,0.3605157851169115,1.0,0.5619469026548672,0.44807121661721067
FRMD4B,0.9143827,0.17145456,0.3605157851169115,1.0,0.28761061946902655,0.22255192878338279
C4orf33,0.9133256,0.0959449,0.3610713130528078,1.0,0.19469026548672566,0.13353115727002968
RBFADN,0.9133256,0.3310508,0.3610713130528078,1.0,0.15486725663716813,0.10385756676557864
AADAT,0.9133256,0.23736496,0.3610713130528078,1.0,0.19469026548672566,0.1394658753709199
ANKRD65,0.9127971,0.752933,0.36134927825331353,1.0,0.09734513274336283,0.050445103857566766
YPEL1,0.9127971,0.024301281,0.36134927825331353,1.0,0.2920353982300885,0.21364985163204747
LINC01814,0.9122685,0.2934534,0.3616273775916642,1.0,0.16371681415929204,0.10979228486646884
MTFR2,0.9122685,0.28337663,0.3616273775916642,1.0,0.19469026548672566,0.1394658753709199
TAF4,0.91174,0.09989657,0.3619056110548642,1.0,0.5486725663716814,0.4688427299703264
C2CD2,0.91121143,0.13712446,0.3621839786298354,1.0,0.6371681415929203,0.5074183976261127
PRDM2,0.91121143,0.07594414,0.3621839786298354,1.0,0.5398230088495575,0.43026706231454004
SPPL3,0.9106829,0.0881559,0.36246248030341954,1.0,0.8849557522123894,0.8041543026706232
PRAM1,0.9106829,0.35615456,0.36246248030341954,1.0,0.18584070796460178,0.13353115727002968
CREB3L2,0.91015434,-0.01527004,0.3627411160623767,1.0,0.49557522123893805,0.36795252225519287
INTS10,0.91015434,0.08201695,0.3627411160623767,1.0,0.6238938053097345,0.5222551928783383
HHIPL1,0.91015434,0.45652053,0.3627411160623767,1.0,0.12389380530973451,0.07418397626112759
IL17RA,0.9096258,0.13984737,0.3630198858933852,1.0,0.6061946902654868,0.5014836795252225
TOE1,0.9096258,0.10882597,0.3630198858933852,1.0,0.22123893805309736,0.16023738872403562
CXCR3,0.90909725,0.29428303,0.36329878978304253,1.0,0.18141592920353983,0.12759643916913946
DPH1,0.90909725,1.3164388,0.36329878978304253,1.0,0.06637168141592921,0.020771513353115726
PRR29,0.90856874,0.43404025,0.3635778277178646,1.0,0.12831858407079647,0.08011869436201781
GTPBP2,0.90830445,0.115830235,0.36371739694797656,1.0,0.7345132743362832,0.6172106824925816
FNTB,0.90830445,0.11982287,0.36371739694797656,1.0,0.6592920353982301,0.5074183976261127
YIF1A,0.90804017,0.07980631,0.3638569996842862,1.0,0.9336283185840708,0.8694362017804155
ZNF417,0.90804017,0.12218962,0.3638569996842862,1.0,0.22123893805309736,0.1572700296735905
OSER1,0.90804017,0.106216006,0.3638569996842862,1.0,0.9380530973451328,0.8635014836795252
AL136162.1,0.90804017,0.7482859,0.3638569996842862,1.0,0.08849557522123894,0.04154302670623145
CD300A,0.90751165,0.10631756,0.3641363056686604,1.0,0.23893805309734514,0.17804154302670624
IFI27L2,0.90751165,0.12397289,0.3641363056686604,1.0,0.6327433628318584,0.5192878338278932
FAM126A,0.90724736,0.33134627,0.3642760089132927,1.0,0.10176991150442478,0.05341246290801187
UBAC1,0.90724736,0.060600355,0.3642760089132927,1.0,0.8362831858407079,0.7744807121661721
ANKFY1,0.9069831,0.09255541,0.36441574565725887,1.0,0.831858407079646,0.6706231454005934
SAP30,0.9069831,0.107354425,0.36441574565725887,1.0,0.6460176991150443,0.5341246290801187
PGM5,0.9056617,0.20880617,0.3651149318064093,1.0,0.3008849557522124,0.2433234421364985
PARD6G-AS1,0.9053974,0.0221306,0.36525486950989516,1.0,0.4690265486725664,0.35311572700296734
ASAH2B,0.9048689,0.12968503,0.3655348453764782,1.0,0.18584070796460178,0.13056379821958458
CACTIN,0.9046046,0.112798296,0.3656748835360416,1.0,0.504424778761062,0.4065281899109792
CREBRF,0.9043403,0.13054965,0.3658149551774217,1.0,0.5929203539823009,0.49851632047477745
CST2,0.9040761,1.2033464,0.3659550602988386,1.0,0.0752212389380531,0.02967359050445104
ZBED5,0.9040761,0.09130079,0.3659550602988386,1.0,0.6637168141592921,0.5667655786350149
PRR19,0.9040761,0.16542529,0.3659550602988386,1.0,0.1902654867256637,0.13649851632047477
ZNF789,0.9038118,0.27839652,0.3660951988985077,1.0,0.18584070796460178,0.13056379821958458
USP24,0.9035475,0.12642628,0.366235370974639,1.0,0.6548672566371682,0.5489614243323442
GPC6,0.9035475,0.35468307,0.366235370974639,1.0,0.10176991150442478,0.05341246290801187
FOXD4,0.9027547,0.89451635,0.3666560880438299,1.0,0.084070796460177,0.03857566765578635
MFSD4B,0.90222615,0.28607452,0.3669367334392224,1.0,0.15486725663716813,0.10385756676557864
PHLDB2,0.9019619,0.21363415,0.3670771063362518,1.0,0.2345132743362832,0.17804154302670624
