names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
AC097518.2,0.0,0.0,1.0,1.0,0.0
AC104803.1,0.0,0.0,1.0,1.0,0.0
RSF1-IT1,0.0,0.0,1.0,1.0,0.0
AP000851.2,0.0,0.0,1.0,1.0,0.0
AP000851.1,0.0,0.0,1.0,1.0,0.0
MMP20,0.0,0.0,1.0,1.0,0.0
AP002989.1,0.0,0.0,1.0,1.0,0.0
ANGPTL5,0.0,0.0,1.0,1.0,0.0
PGR-AS1,0.0,0.0,1.0,1.0,0.0
AP001830.2,0.0,0.0,1.0,1.0,0.0
AP000942.2,0.0,0.0,1.0,1.0,0.0
HEPHL1,0.0,0.0,1.0,1.0,0.0
AP002428.1,0.0,0.0,1.0,1.0,0.0
AP003715.1,0.0,0.0,1.0,1.0,0.0
LINC02713,0.0,0.0,1.0,1.0,0.0
LINC02553,0.0,0.0,1.0,1.0,0.0
AP003066.1,0.0,0.0,1.0,1.0,0.0
AC093849.4,0.0,0.0,1.0,1.0,0.0
AP001527.1,0.0,0.0,1.0,1.0,0.0
CFAP300,0.0,0.0,1.0,1.0,0.0
AC079858.1,0.0,0.0,1.0,1.0,0.0
AC116634.1,0.0,0.0,1.0,1.0,0.0
JRKL-AS1,0.0,0.0,1.0,1.0,0.0
AP000779.1,0.0,0.0,1.0,1.0,0.0
CNTN5,0.0,0.0,1.0,1.0,0.0
AC079349.1,0.0,0.0,1.0,1.0,0.0
SPOCK3,0.0,0.0,1.0,1.0,0.0
AC097487.1,0.0,0.0,1.0,1.0,0.0
LINC01179,0.0,0.0,1.0,1.0,0.0
AC080079.2,0.0,0.0,1.0,1.0,0.0
AC080188.1,0.0,0.0,1.0,1.0,0.0
LINC02275,0.0,0.0,1.0,1.0,0.0
AC079768.3,0.0,0.0,1.0,1.0,0.0
LINC02737,0.0,0.0,1.0,1.0,0.0
LINC02552,0.0,0.0,1.0,1.0,0.0
MMP8,0.0,0.0,1.0,1.0,0.0
AL049594.1,0.0,0.0,1.0,1.0,0.0
AL157413.1,0.0,0.0,1.0,1.0,0.0
AL158090.1,0.0,0.0,1.0,1.0,0.0
AL110503.1,0.0,0.0,1.0,1.0,0.0
LINC01721,0.0,0.0,1.0,1.0,0.0
AL035258.1,0.0,0.0,1.0,1.0,0.0
LINC00656,0.0,0.0,1.0,1.0,0.0
SSTR4,0.0,0.0,1.0,1.0,0.0
AL049651.2,0.0,0.0,1.0,1.0,0.0
AL049651.1,0.0,0.0,1.0,1.0,0.0
CST11,0.0,0.0,1.0,1.0,0.0
SPRR5,0.0,0.0,1.0,1.0,0.0
MMP27,0.0,0.0,1.0,1.0,0.0
LINC01747,0.0,0.0,1.0,1.0,0.0
LNCNEF,0.0,0.0,1.0,1.0,0.0
FOXA2,0.0,0.0,1.0,1.0,0.0
LINC00261,0.0,0.0,1.0,1.0,0.0
AL133464.1,0.0,0.0,1.0,1.0,0.0
LINC01427,0.0,0.0,1.0,1.0,0.0
LCE1B,0.0,0.0,1.0,1.0,0.0
SPRR2B,0.0,0.0,1.0,1.0,0.0
SPRR2A,0.0,0.0,1.0,1.0,0.0
SPRR2D,0.0,0.0,1.0,1.0,0.0
SPRR1B,0.0,0.0,1.0,1.0,0.0
SPRR1A,0.0,0.0,1.0,1.0,0.0
SPRR4,0.0,0.0,1.0,1.0,0.0
LCE2A,0.0,0.0,1.0,1.0,0.0
LCE2B,0.0,0.0,1.0,1.0,0.0
AL158175.1,0.0,0.0,1.0,1.0,0.0
TRIM49D1,0.0,0.0,1.0,1.0,0.0
TRIM64B,0.0,0.0,1.0,1.0,0.0
TRIM49,0.0,0.0,1.0,1.0,0.0
AP003718.1,0.0,0.0,1.0,1.0,0.0
AP000722.1,0.0,0.0,1.0,1.0,0.0
LINC02756,0.0,0.0,1.0,1.0,0.0
LINC02748,0.0,0.0,1.0,1.0,0.0
AP003400.1,0.0,0.0,1.0,1.0,0.0
TYR,0.0,0.0,1.0,1.0,0.0
GRM5,0.0,0.0,1.0,1.0,0.0
GRM5-AS1,0.0,0.0,1.0,1.0,0.0
AP000648.9,0.0,0.0,1.0,1.0,0.0
UBTFL1,0.0,0.0,1.0,1.0,0.0
TRIM49C,0.0,0.0,1.0,1.0,0.0
LINC02174,0.0,0.0,1.0,1.0,0.0
LINC02512,0.0,0.0,1.0,1.0,0.0
LINC01612,0.0,0.0,1.0,1.0,0.0
AC097534.1,0.0,0.0,1.0,1.0,0.0
AC074254.1,0.0,0.0,1.0,1.0,0.0
AP003122.2,0.0,0.0,1.0,1.0,0.0
TRIM77,0.0,0.0,1.0,1.0,0.0
AC012055.2,0.0,0.0,1.0,1.0,0.0
AC012055.1,0.0,0.0,1.0,1.0,0.0
LINC02268,0.0,0.0,1.0,1.0,0.0
AC106895.2,0.0,0.0,1.0,1.0,0.0
AC106895.1,0.0,0.0,1.0,1.0,0.0
AC131094.1,0.0,0.0,1.0,1.0,0.0
LINC02711,0.0,0.0,1.0,1.0,0.0
AC093849.1,0.0,0.0,1.0,1.0,0.0
AC093849.3,0.0,0.0,1.0,1.0,0.0
TRIM64,0.0,0.0,1.0,1.0,0.0
AC074254.2,0.0,0.0,1.0,1.0,0.0
LINC02504,0.0,0.0,1.0,1.0,0.0
LINC02431,0.0,0.0,1.0,1.0,0.0
AC034159.2,0.0,0.0,1.0,1.0,0.0
LINC02382,0.0,0.0,1.0,1.0,0.0
AC096741.1,0.0,0.0,1.0,1.0,0.0
AC021151.1,0.0,0.0,1.0,1.0,0.0
AC084866.1,0.0,0.0,1.0,1.0,0.0
AC084866.2,0.0,0.0,1.0,1.0,0.0
AC079768.2,0.0,0.0,1.0,1.0,0.0
AP000943.1,0.0,0.0,1.0,1.0,0.0
AP000943.2,0.0,0.0,1.0,1.0,0.0
AP000820.1,0.0,0.0,1.0,1.0,0.0
AP000820.2,0.0,0.0,1.0,1.0,0.0
TRIM49D2,0.0,0.0,1.0,1.0,0.0
KDM4F,0.0,0.0,1.0,1.0,0.0
AC084724.1,0.0,0.0,1.0,1.0,0.0
C11orf97,0.0,0.0,1.0,1.0,0.0
AP000786.1,0.0,0.0,1.0,1.0,0.0
IZUMO1R,0.0,0.0,1.0,1.0,0.0
KDM4E,0.0,0.0,1.0,1.0,0.0
AP002383.2,0.0,0.0,1.0,1.0,0.0
LINC02700,0.0,0.0,1.0,1.0,0.0
DISC1FP1,0.0,0.0,1.0,1.0,0.0
DEUP1,0.0,0.0,1.0,1.0,0.0
AP003969.1,0.0,0.0,1.0,1.0,0.0
MTNR1B,0.0,0.0,1.0,1.0,0.0
AP003171.1,0.0,0.0,1.0,1.0,0.0
LINC02746,0.0,0.0,1.0,1.0,0.0
AP000857.2,0.0,0.0,1.0,1.0,0.0
AP001790.1,0.0,0.0,1.0,1.0,0.0
BPIFB6,0.0,0.0,1.0,1.0,0.0
SUN5,0.0,0.0,1.0,1.0,0.0
AL035071.2,0.0,0.0,1.0,1.0,0.0
AP003071.3,0.0,0.0,1.0,1.0,0.0
AP000439.3,0.0,0.0,1.0,1.0,0.0
AP000439.1,0.0,0.0,1.0,1.0,0.0
AC021087.1,0.0,0.0,1.0,1.0,0.0
AC021087.4,0.0,0.0,1.0,1.0,0.0
LRRC14B,0.0,0.0,1.0,1.0,0.0
AC106772.1,0.0,0.0,1.0,1.0,0.0
AC106772.2,0.0,0.0,1.0,1.0,0.0
SLC9A3,0.0,0.0,1.0,1.0,0.0
AP003385.3,0.0,0.0,1.0,1.0,0.0
C11orf72,0.0,0.0,1.0,1.0,0.0
P4HA3-AS1,0.0,0.0,1.0,1.0,0.0
LINC02754,0.0,0.0,1.0,1.0,0.0
PTPRCAP,0.0,0.0,1.0,1.0,0.0
RPS6KB2-AS1,0.0,0.0,1.0,1.0,0.0
CABP2,0.0,0.0,1.0,1.0,0.0
GPR152,0.0,0.0,1.0,1.0,0.0
LINC02508,0.0,0.0,1.0,1.0,0.0
AC093909.2,0.0,0.0,1.0,1.0,0.0
CTXND2,0.0,0.0,1.0,1.0,0.0
C20orf173,0.0,0.0,1.0,1.0,0.0
GDF5,0.0,0.0,1.0,1.0,0.0
FAM83C,0.0,0.0,1.0,1.0,0.0
AL356652.1,0.0,0.0,1.0,1.0,0.0
EFCAB8,0.0,0.0,1.0,1.0,0.0
AL109923.1,0.0,0.0,1.0,1.0,0.0
ITCH-IT1,0.0,0.0,1.0,1.0,0.0
AC004923.4,0.0,0.0,1.0,1.0,0.0
LINC01262,0.0,0.0,1.0,1.0,0.0
AC105924.1,0.0,0.0,1.0,1.0,0.0
AC107391.1,0.0,0.0,1.0,1.0,0.0
AC122138.1,0.0,0.0,1.0,1.0,0.0
AC093909.4,0.0,0.0,1.0,1.0,0.0
AC108046.1,0.0,0.0,1.0,1.0,0.0
AC110772.2,0.0,0.0,1.0,1.0,0.0
AC110772.1,0.0,0.0,1.0,1.0,0.0
LINC02434,0.0,0.0,1.0,1.0,0.0
AC138781.1,0.0,0.0,1.0,1.0,0.0
TRIML1,0.0,0.0,1.0,1.0,0.0
TRIML2,0.0,0.0,1.0,1.0,0.0
ZFP42,0.0,0.0,1.0,1.0,0.0
AP000439.2,0.0,0.0,1.0,1.0,0.0
BPIFB3,0.0,0.0,1.0,1.0,0.0
AC093763.1,0.0,0.0,1.0,1.0,0.0
LINC02515,0.0,0.0,1.0,1.0,0.0
LINC02514,0.0,0.0,1.0,1.0,0.0
AC097652.1,0.0,0.0,1.0,1.0,0.0
LINC02374,0.0,0.0,1.0,1.0,0.0
SMIM38,0.0,0.0,1.0,1.0,0.0
AP003071.2,0.0,0.0,1.0,1.0,0.0
AL391335.1,0.0,0.0,1.0,1.0,0.0
AL365436.2,0.0,0.0,1.0,1.0,0.0
AL589765.4,0.0,0.0,1.0,1.0,0.0
THEM5,0.0,0.0,1.0,1.0,0.0
BPIFA1,0.0,0.0,1.0,1.0,0.0
AL050349.1,0.0,0.0,1.0,1.0,0.0
AL121906.1,0.0,0.0,1.0,1.0,0.0
AL589765.2,0.0,0.0,1.0,1.0,0.0
AP005233.1,0.0,0.0,1.0,1.0,0.0
AC010442.1,0.0,0.0,1.0,1.0,0.0
AL391095.3,0.0,0.0,1.0,1.0,0.0
AL035251.1,0.0,0.0,1.0,1.0,0.0
LINC01734,0.0,0.0,1.0,1.0,0.0
AL035665.2,0.0,0.0,1.0,1.0,0.0
AL035665.1,0.0,0.0,1.0,1.0,0.0
AC242988.1,0.0,0.0,1.0,1.0,0.0
AC242988.2,0.0,0.0,1.0,1.0,0.0
AL162293.1,0.0,0.0,1.0,1.0,0.0
AL391095.2,0.0,0.0,1.0,1.0,0.0
AL359555.1,0.0,0.0,1.0,1.0,0.0
AL359555.2,0.0,0.0,1.0,1.0,0.0
AL034422.1,0.0,0.0,1.0,1.0,0.0
AL031651.1,0.0,0.0,1.0,1.0,0.0
ITCH-AS1,0.0,0.0,1.0,1.0,0.0
AC122719.3,0.0,0.0,1.0,1.0,0.0
AC026740.3,0.0,0.0,1.0,1.0,0.0
AC112176.1,0.0,0.0,1.0,1.0,0.0
AC091891.1,0.0,0.0,1.0,1.0,0.0
LSINCT5,0.0,0.0,1.0,1.0,0.0
AC126768.2,0.0,0.0,1.0,1.0,0.0
LINC01511,0.0,0.0,1.0,1.0,0.0
AC114291.2,0.0,0.0,1.0,1.0,0.0
LINC02116,0.0,0.0,1.0,1.0,0.0
AC025183.3,0.0,0.0,1.0,1.0,0.0
AP001107.5,0.0,0.0,1.0,1.0,0.0
AP001107.6,0.0,0.0,1.0,1.0,0.0
AC091849.2,0.0,0.0,1.0,1.0,0.0
AP001107.8,0.0,0.0,1.0,1.0,0.0
AP001107.3,0.0,0.0,1.0,1.0,0.0
AC122719.1,0.0,0.0,1.0,1.0,0.0
AL356299.2,0.0,0.0,1.0,1.0,0.0
AL109824.1,0.0,0.0,1.0,1.0,0.0
AL031668.1,0.0,0.0,1.0,1.0,0.0
AL391069.3,0.0,0.0,1.0,1.0,0.0
TLDC2,0.0,0.0,1.0,1.0,0.0
LINC00489,0.0,0.0,1.0,1.0,0.0
LINC01746,0.0,0.0,1.0,1.0,0.0
TMOD4,0.0,0.0,1.0,1.0,0.0
AL391069.1,0.0,0.0,1.0,1.0,0.0
GDF5OS,0.0,0.0,1.0,1.0,0.0
AL121895.1,0.0,0.0,1.0,1.0,0.0
AL035420.2,0.0,0.0,1.0,1.0,0.0
AL035420.1,0.0,0.0,1.0,1.0,0.0
DUX4,0.0,0.0,1.0,1.0,0.0
AP002748.6,0.0,0.0,1.0,1.0,0.0
FRG2,0.0,0.0,1.0,1.0,0.0
LINC01596,0.0,0.0,1.0,1.0,0.0
FRG1-DT,0.0,0.0,1.0,1.0,0.0
AF250324.1,0.0,0.0,1.0,1.0,0.0
AP001885.3,0.0,0.0,1.0,1.0,0.0
AP006287.3,0.0,0.0,1.0,1.0,0.0
GAL3ST3,0.0,0.0,1.0,1.0,0.0
TSGA10IP,0.0,0.0,1.0,1.0,0.0
AP001107.7,0.0,0.0,1.0,1.0,0.0
C11orf86,0.0,0.0,1.0,1.0,0.0
SLC6A18,0.0,0.0,1.0,1.0,0.0
SLC6A19,0.0,0.0,1.0,1.0,0.0
AC114291.1,0.0,0.0,1.0,1.0,0.0
AC122719.2,0.0,0.0,1.0,1.0,0.0
ACTN3,0.0,0.0,1.0,1.0,0.0
DBET,0.0,0.0,1.0,1.0,0.0
AL034550.1,0.0,0.0,1.0,1.0,0.0
AC019193.3,0.0,0.0,1.0,1.0,0.0
AC019193.4,0.0,0.0,1.0,1.0,0.0
AC114798.1,0.0,0.0,1.0,1.0,0.0
AC079226.1,0.0,0.0,1.0,1.0,0.0
AC079226.2,0.0,0.0,1.0,1.0,0.0
AP003498.1,0.0,0.0,1.0,1.0,0.0
KRTAP5-11,0.0,0.0,1.0,1.0,0.0
AP000867.5,0.0,0.0,1.0,1.0,0.0
KRTAP5-9,0.0,0.0,1.0,1.0,0.0
DEFB131B,0.0,0.0,1.0,1.0,0.0
AC107222.2,0.0,0.0,1.0,1.0,0.0
MIR3945HG,0.0,0.0,1.0,1.0,0.0
AC084871.3,0.0,0.0,1.0,1.0,0.0
LINC02492,0.0,0.0,1.0,1.0,0.0
CLDN24,0.0,0.0,1.0,1.0,0.0
CLDN22,0.0,0.0,1.0,1.0,0.0
WWC2-AS1,0.0,0.0,1.0,1.0,0.0
AC074194.1,0.0,0.0,1.0,1.0,0.0
AC108477.1,0.0,0.0,1.0,1.0,0.0
AC108477.2,0.0,0.0,1.0,1.0,0.0
LINC02427,0.0,0.0,1.0,1.0,0.0
AP000763.4,0.0,0.0,1.0,1.0,0.0
AP002761.3,0.0,0.0,1.0,1.0,0.0
AP002993.1,0.0,0.0,1.0,1.0,0.0
AC096659.1,0.0,0.0,1.0,1.0,0.0
AC108472.1,0.0,0.0,1.0,1.0,0.0
AC093797.1,0.0,0.0,1.0,1.0,0.0
AC108865.2,0.0,0.0,1.0,1.0,0.0
AC108865.1,0.0,0.0,1.0,1.0,0.0
AC084871.1,0.0,0.0,1.0,1.0,0.0
AP003717.4,0.0,0.0,1.0,1.0,0.0
AP003717.1,0.0,0.0,1.0,1.0,0.0
AP001372.3,0.0,0.0,1.0,1.0,0.0
AP001085.1,0.0,0.0,1.0,1.0,0.0
AP001372.1,0.0,0.0,1.0,1.0,0.0
LINC00290,0.0,0.0,1.0,1.0,0.0
TCHHL1,0.0,0.0,1.0,1.0,0.0
AL450992.1,0.0,0.0,1.0,1.0,0.0
AL450992.3,0.0,0.0,1.0,1.0,0.0
AL450992.2,0.0,0.0,1.0,1.0,0.0
LINC00028,0.0,0.0,1.0,1.0,0.0
DEFB124,0.0,0.0,1.0,1.0,0.0
DEFB123,0.0,0.0,1.0,1.0,0.0
GGTLC1,0.0,0.0,1.0,1.0,0.0
DEFB119,0.0,0.0,1.0,1.0,0.0
AL591074.2,0.0,0.0,1.0,1.0,0.0
DEFB118,0.0,0.0,1.0,1.0,0.0
DEFB116,0.0,0.0,1.0,1.0,0.0
DEFB115,0.0,0.0,1.0,1.0,0.0
FAM242A,0.0,0.0,1.0,1.0,0.0
AL121762.2,0.0,0.0,1.0,1.0,0.0
AL121762.1,0.0,0.0,1.0,1.0,0.0
HM13-IT1,0.0,0.0,1.0,1.0,0.0
MCTS2P,0.0,0.0,1.0,1.0,0.0
AL121904.1,0.0,0.0,1.0,1.0,0.0
AL121904.2,0.0,0.0,1.0,1.0,0.0
AL391119.1,0.0,0.0,1.0,1.0,0.0
AL078587.2,0.0,0.0,1.0,1.0,0.0
AL078587.1,0.0,0.0,1.0,1.0,0.0
DEFB121,0.0,0.0,1.0,1.0,0.0
AL591074.1,0.0,0.0,1.0,1.0,0.0
FLG,0.0,0.0,1.0,1.0,0.0
HRNR,0.0,0.0,1.0,1.0,0.0
RPTN,0.0,0.0,1.0,1.0,0.0
AL117381.1,0.0,0.0,1.0,1.0,0.0
AL589986.1,0.0,0.0,1.0,1.0,0.0
ZNF705E,0.0,0.0,1.0,1.0,0.0
AP000812.1,0.0,0.0,1.0,1.0,0.0
AP000812.4,0.0,0.0,1.0,1.0,0.0
SHANK2-AS2,0.0,0.0,1.0,1.0,0.0
AP003096.1,0.0,0.0,1.0,1.0,0.0
AP002813.1,0.0,0.0,1.0,1.0,0.0
MRGPRD,0.0,0.0,1.0,1.0,0.0
AP000808.1,0.0,0.0,1.0,1.0,0.0
AP000487.2,0.0,0.0,1.0,1.0,0.0
AC107050.1,0.0,0.0,1.0,1.0,0.0
AP003783.1,0.0,0.0,1.0,1.0,0.0
SHANK2-AS3,0.0,0.0,1.0,1.0,0.0
ANO1-AS1,0.0,0.0,1.0,1.0,0.0
AP000879.2,0.0,0.0,1.0,1.0,0.0
AP001271.1,0.0,0.0,1.0,1.0,0.0
AC109517.1,0.0,0.0,1.0,1.0,0.0
F11-AS1,0.0,0.0,1.0,1.0,0.0
F11,0.0,0.0,1.0,1.0,0.0
AP003555.1,0.0,0.0,1.0,1.0,0.0
AP003555.2,0.0,0.0,1.0,1.0,0.0
AP007216.1,0.0,0.0,1.0,1.0,0.0
FGF3,0.0,0.0,1.0,1.0,0.0
FGF4,0.0,0.0,1.0,1.0,0.0
AC108073.3,0.0,0.0,1.0,1.0,0.0
AC097521.1,0.0,0.0,1.0,1.0,0.0
AP002336.3,0.0,0.0,1.0,1.0,0.0
MTNR1A,0.0,0.0,1.0,1.0,0.0
LINC02436,0.0,0.0,1.0,1.0,0.0
HELT,0.0,0.0,1.0,1.0,0.0
LINC02437,0.0,0.0,1.0,1.0,0.0
AC112722.1,0.0,0.0,1.0,1.0,0.0
AP002892.1,0.0,0.0,1.0,1.0,0.0
AP002892.2,0.0,0.0,1.0,1.0,0.0
AP000593.3,0.0,0.0,1.0,1.0,0.0
AP000593.4,0.0,0.0,1.0,1.0,0.0
PHOX2A,0.0,0.0,1.0,1.0,0.0
AC093824.2,0.0,0.0,1.0,1.0,0.0
DEFB108B,0.0,0.0,1.0,1.0,0.0
C20orf203,0.0,0.0,1.0,1.0,0.0
AL133343.1,0.0,0.0,1.0,1.0,0.0
FLG2,0.0,0.0,1.0,1.0,0.0
AL121901.1,0.0,0.0,1.0,1.0,0.0
BPIFA2,0.0,0.0,1.0,1.0,0.0
AL121897.1,0.0,0.0,1.0,1.0,0.0
NOL4L-DT,0.0,0.0,1.0,1.0,0.0
AL133343.2,0.0,0.0,1.0,1.0,0.0
AL034550.2,0.0,0.0,1.0,1.0,0.0
AL034550.3,0.0,0.0,1.0,1.0,0.0
AL110115.2,0.0,0.0,1.0,1.0,0.0
HM13-AS1,0.0,0.0,1.0,1.0,0.0
AL031658.1,0.0,0.0,1.0,1.0,0.0
AL031658.2,0.0,0.0,1.0,1.0,0.0
XKR7,0.0,0.0,1.0,1.0,0.0
MYLK2,0.0,0.0,1.0,1.0,0.0
LCE5A,0.0,0.0,1.0,1.0,0.0
CRNN,0.0,0.0,1.0,1.0,0.0
BPIFA3,0.0,0.0,1.0,1.0,0.0
AP001893.3,0.0,0.0,1.0,1.0,0.0
AP000821.2,0.0,0.0,1.0,1.0,0.0
NKX2-2-AS1,0.0,0.0,1.0,1.0,0.0
AL035045.1,0.0,0.0,1.0,1.0,0.0
BANF2,0.0,0.0,1.0,1.0,0.0
AL049646.1,0.0,0.0,1.0,1.0,0.0
AL121584.1,0.0,0.0,1.0,1.0,0.0
AL138808.1,0.0,0.0,1.0,1.0,0.0
MACROD2-AS1,0.0,0.0,1.0,1.0,0.0
MACROD2-IT1,0.0,0.0,1.0,1.0,0.0
AL121582.1,0.0,0.0,1.0,1.0,0.0
AL359511.3,0.0,0.0,1.0,1.0,0.0
AL359511.2,0.0,0.0,1.0,1.0,0.0
LINC01722,0.0,0.0,1.0,1.0,0.0
AP001486.2,0.0,0.0,1.0,1.0,0.0
FLRT3,0.0,0.0,1.0,1.0,0.0
SEL1L2,0.0,0.0,1.0,1.0,0.0
AL050320.1,0.0,0.0,1.0,1.0,0.0
AL161941.1,0.0,0.0,1.0,1.0,0.0
ISM1-AS1,0.0,0.0,1.0,1.0,0.0
LINC01723,0.0,0.0,1.0,1.0,0.0
AL133331.1,0.0,0.0,1.0,1.0,0.0
AL078623.1,0.0,0.0,1.0,1.0,0.0
S100A12,0.0,0.0,1.0,1.0,0.0
AP000821.1,0.0,0.0,1.0,1.0,0.0
AP000842.1,0.0,0.0,1.0,1.0,0.0
DDX25,0.0,0.0,1.0,1.0,0.0
AP001318.2,0.0,0.0,1.0,1.0,0.0
AP001318.1,0.0,0.0,1.0,1.0,0.0
MGAT4D,0.0,0.0,1.0,1.0,0.0
AL136460.1,0.0,0.0,1.0,1.0,0.0
KCNJ1,0.0,0.0,1.0,1.0,0.0
AP001122.1,0.0,0.0,1.0,1.0,0.0
AP003327.2,0.0,0.0,1.0,1.0,0.0
AP001775.2,0.0,0.0,1.0,1.0,0.0
ETS1-AS1,0.0,0.0,1.0,1.0,0.0
LINC02098,0.0,0.0,1.0,1.0,0.0
LINC02725,0.0,0.0,1.0,1.0,0.0
AP003121.1,0.0,0.0,1.0,1.0,0.0
AP001993.1,0.0,0.0,1.0,1.0,0.0
KIRREL3-AS3,0.0,0.0,1.0,1.0,0.0
LINC00500,0.0,0.0,1.0,1.0,0.0
LINC00499,0.0,0.0,1.0,1.0,0.0
LINC00498,0.0,0.0,1.0,1.0,0.0
AC093903.1,0.0,0.0,1.0,1.0,0.0
KIRREL3,0.0,0.0,1.0,1.0,0.0
LINC00616,0.0,0.0,1.0,1.0,0.0
MGARP,0.0,0.0,1.0,1.0,0.0
AC097511.1,0.0,0.0,1.0,1.0,0.0
AC131956.1,0.0,0.0,1.0,1.0,0.0
AC131956.3,0.0,0.0,1.0,1.0,0.0
AC116563.1,0.0,0.0,1.0,1.0,0.0
LINC02172,0.0,0.0,1.0,1.0,0.0
LINC02510,0.0,0.0,1.0,1.0,0.0
AC098859.2,0.0,0.0,1.0,1.0,0.0
AP001893.1,0.0,0.0,1.0,1.0,0.0
AP002833.2,0.0,0.0,1.0,1.0,0.0
KIRREL3-AS2,0.0,0.0,1.0,1.0,0.0
AP002833.1,0.0,0.0,1.0,1.0,0.0
AP001783.1,0.0,0.0,1.0,1.0,0.0
KIRREL3-AS1,0.0,0.0,1.0,1.0,0.0
SLC7A11-AS1,0.0,0.0,1.0,1.0,0.0
OR10S1,0.0,0.0,1.0,1.0,0.0
OR6T1,0.0,0.0,1.0,1.0,0.0
OR4D5,0.0,0.0,1.0,1.0,0.0
OR8D4,0.0,0.0,1.0,1.0,0.0
TMEM225,0.0,0.0,1.0,1.0,0.0
SMARCA5-AS1,0.0,0.0,1.0,1.0,0.0
AC097658.3,0.0,0.0,1.0,1.0,0.0
AC097658.2,0.0,0.0,1.0,1.0,0.0
OR6M1,0.0,0.0,1.0,1.0,0.0
OR6X1,0.0,0.0,1.0,1.0,0.0
AP002765.1,0.0,0.0,1.0,1.0,0.0
LINC02727,0.0,0.0,1.0,1.0,0.0
AP001970.1,0.0,0.0,1.0,1.0,0.0
AC108019.2,0.0,0.0,1.0,1.0,0.0
AC131182.1,0.0,0.0,1.0,1.0,0.0
AC139720.2,0.0,0.0,1.0,1.0,0.0
LINC02276,0.0,0.0,1.0,1.0,0.0
AC097504.2,0.0,0.0,1.0,1.0,0.0
GYPE,0.0,0.0,1.0,1.0,0.0
FREM3,0.0,0.0,1.0,1.0,0.0
PDZD3,0.0,0.0,1.0,1.0,0.0
AP003396.3,0.0,0.0,1.0,1.0,0.0
AP000755.1,0.0,0.0,1.0,1.0,0.0
BLID,0.0,0.0,1.0,1.0,0.0
AP001924.2,0.0,0.0,1.0,1.0,0.0
AP001924.1,0.0,0.0,1.0,1.0,0.0
AP001977.1,0.0,0.0,1.0,1.0,0.0
BSX,0.0,0.0,1.0,1.0,0.0
AP002762.2,0.0,0.0,1.0,1.0,0.0
AP002762.3,0.0,0.0,1.0,1.0,0.0
AC139720.1,0.0,0.0,1.0,1.0,0.0
LINC02432,0.0,0.0,1.0,1.0,0.0
AC107220.1,0.0,0.0,1.0,1.0,0.0
AC096733.1,0.0,0.0,1.0,1.0,0.0
HEPN1,0.0,0.0,1.0,1.0,0.0
ACRV1,0.0,0.0,1.0,1.0,0.0
AP000708.1,0.0,0.0,1.0,1.0,0.0
AP001007.1,0.0,0.0,1.0,1.0,0.0
AP001007.3,0.0,0.0,1.0,1.0,0.0
UCP1,0.0,0.0,1.0,1.0,0.0
AP003501.2,0.0,0.0,1.0,1.0,0.0
AP003501.1,0.0,0.0,1.0,1.0,0.0
PKNOX2-AS1,0.0,0.0,1.0,1.0,0.0
AP001007.2,0.0,0.0,1.0,1.0,0.0
AC109927.2,0.0,0.0,1.0,1.0,0.0
OR10G6,0.0,0.0,1.0,1.0,0.0
AC093766.1,0.0,0.0,1.0,1.0,0.0
AC112236.1,0.0,0.0,1.0,1.0,0.0
AC112236.3,0.0,0.0,1.0,1.0,0.0
AC112236.2,0.0,0.0,1.0,1.0,0.0
AP000866.5,0.0,0.0,1.0,1.0,0.0
OR8D2,0.0,0.0,1.0,1.0,0.0
OR8D1,0.0,0.0,1.0,1.0,0.0
OR8G5,0.0,0.0,1.0,1.0,0.0
OR8G1,0.0,0.0,1.0,1.0,0.0
OR10D3,0.0,0.0,1.0,1.0,0.0
OR10G7,0.0,0.0,1.0,1.0,0.0
OR10G8,0.0,0.0,1.0,1.0,0.0
PANX3,0.0,0.0,1.0,1.0,0.0
OR10G9,0.0,0.0,1.0,1.0,0.0
OR10G4,0.0,0.0,1.0,1.0,0.0
AC109927.1,0.0,0.0,1.0,1.0,0.0
AC005342.1,0.0,0.0,1.0,1.0,0.0
AC004672.2,0.0,0.0,1.0,1.0,0.0
AC004672.1,0.0,0.0,1.0,1.0,0.0
AC004765.1,0.0,0.0,1.0,1.0,0.0
AC005342.2,0.0,0.0,1.0,1.0,0.0
AC005343.4,0.0,0.0,1.0,1.0,0.0
AC005343.1,0.0,0.0,1.0,1.0,0.0
AP004550.1,0.0,0.0,1.0,1.0,0.0
AC026369.1,0.0,0.0,1.0,1.0,0.0
FAM138D,0.0,0.0,1.0,1.0,0.0
LINC02684,0.0,0.0,1.0,1.0,0.0
LINC02717,0.0,0.0,1.0,1.0,0.0
AC105362.1,0.0,0.0,1.0,1.0,0.0
LINC02485,0.0,0.0,1.0,1.0,0.0
C11orf44,0.0,0.0,1.0,1.0,0.0
LINC02714,0.0,0.0,1.0,1.0,0.0
LINC02706,0.0,0.0,1.0,1.0,0.0
AP001999.2,0.0,0.0,1.0,1.0,0.0
AP001999.1,0.0,0.0,1.0,1.0,0.0
AP001999.3,0.0,0.0,1.0,1.0,0.0
AC015631.1,0.0,0.0,1.0,1.0,0.0
AC079380.1,0.0,0.0,1.0,1.0,0.0
